scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_lj,cpu_ms_ln,processing_ms_ln,bytes_ue,bytes_lj,bytes_ln,bytes_total,msgs_ue,msgs_lj,msgs_ln,msgs_total,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,,
g2_rain_fade,RAIN_FADE,14,,400,2,272,ok,,,1,55.721501,2017,5,10.694,0.084,10.826,10.802917,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,273,ok,,,1,59.571751,2011,5,11.469,0.13,11.27,11.234667,886,707,418,2011,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,274,ok,,,1,55.06625,2013,5,11.006,0.104,10.811,10.795333,887,708,418,2013,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,275,ok,,,1,55.389542,2011,5,11.426,0.135,11.055,11.026791,887,707,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,3,4,0.75,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,276,ok,,,3,56.271833,2016,5,12.141,0.16,12.612,12.662958,888,709,419,2016,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,3,6,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,277,ok,,,1,58.813,2015,5,11.197,0.142,11.111,11.092417,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,278,ok,,,1,55.873416,2013,5,10.303,0.126,11.518,11.514542,887,708,418,2013,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,279,ok,,,1,61.181292,2010,5,11.239,0.089,11.178,11.194708,886,706,418,2010,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,280,ok,,,1,59.788167,2012,5,10.361,0.171,11.377,11.35454101,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,281,ok,,,1,55.321875,2015,5,10.376,0.128,11.537,11.517375,888,708,419,2015,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,282,ok,,,1,55.530459,2012,5,10.728,0.125,11.036,11.001542,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,283,ok,,,1,59.593,2017,5,10.893,0.119,11.426,11.439625,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,284,ok,,,1,57.234667,2012,5,10.563,0.144,11.314,11.2745,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,285,ok,,,1,60.198709,2011,5,10.46,0.084,10.909,10.95,886,707,418,2011,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,286,ok,,,1,61.362167,2010,5,12.329,0.117,11.299,11.34379199,886,707,417,2010,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,287,ok,,,1,59.780917,2017,5,12.887,0.127,11.056,11.070958,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,288,ok,,,1,58.673416,2011,5,11.737,0.138,10.669,10.648,886,708,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,289,ok,,,1,57.595459,2009,5,11.676,0.101,10.994,11.010875,886,706,417,2009,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,290,ok,,,1,59.219209,2009,5,10.634,0.135,11.278,11.269083,886,706,417,2009,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,291,ok,,,1,61.274375,2011,5,12.446,0.121,12.095,12.1215,886,708,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,292,ok,,,1,58.97754199,2014,5,11.92,0.134,11.116,11.088542,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,293,ok,,,1,58.526041,2016,5,10.965,0.094,10.937,10.940792,888,709,419,2016,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,294,ok,,,3,56.687291,2015,5,12.164,0.067,10.365,10.345291,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,5,6,0.833333333,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,295,ok,,,1,60.859292,2014,5,10.872,0.138,11.063,11.066459,887,708,419,2014,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,296,ok,,,1,59.381916,2010,5,10.468,0.114,11.425,11.423875,886,707,417,2010,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,297,ok,,,1,56.82429201,2017,5,11.365,0.105,11.251,11.271625,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,298,ok,,,1,71.609542,2017,5,15.643,0.142,11.051,11.016,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,3,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,299,ok,,,1,62.156459,2017,5,11.398,0.132,10.99,10.948584,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,400,2,300,ok,,,1,54.51175,2012,5,10.598,0.095,11.255,11.350916,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,moderate,0.5,50,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,1,ok,,,1,58.922833,2017,5,10.558,0.105,11.507,11.53425,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,2,ok,,,1,68.0245,2010,5,11.111,0.17,13.76,14.25075,886,707,417,2010,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,7,7,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,3,ok,,,1,56.31225,2015,5,10.584,0.138,10.516,10.493167,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,4,ok,,,1,55.280667,2014,5,10.855,0.104,10.388,10.361416,887,709,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,5,ok,,,1,54.397167,2015,5,10.781,0.139,11.219,11.202125,888,708,419,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,6,timeout,wait_m6,0,3,505.787501,356,1,4.393,0,0,0,356,0,0,356,1,0,0,1,1.7631E+12,,heavy,0.25,25,0,9,9,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,7,ok,,,1,56.328333,2014,5,10.995,0.137,11.415,11.393667,887,708,419,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,7,7,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,8,ok,,,1,59.530917,2012,5,11.151,0.123,11.045,11.03087499,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,9,ok,,,1,62.43100001,2014,5,11.331,0.123,11.921,11.93304201,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,10,ok,,,1,56.8575,2017,5,10.988,0.147,11.704,11.6965,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,4,7,0.571428571,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,11,ok,,,1,57.860459,2015,5,10.386,0.103,10.759,10.742083,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,12,ok,,,1,69.165375,2011,5,15.069,0.179,16.195,16.193417,886,708,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,13,ok,,,1,49.181583,2010,5,11.563,0.093,10.646,10.6275,886,706,418,2010,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,14,ok,,,1,58.985375,2016,5,11.573,0.126,11.115,11.094,888,709,419,2016,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,15,ok,,,1,60.052417,2011,5,10.606,0.109,11.899,11.912834,887,707,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,16,ok,,,1,58.12395801,2017,5,11.093,0.121,11.545,11.565541,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,17,ok,,,2,64.001291,2011,5,12.458,0.151,11.977,11.947875,886,708,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,6,6,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,18,ok,,,1,54.422375,2012,5,10.47,0.12,11.337,11.330208,887,708,417,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,19,ok,,,1,60.831542,2017,5,11.308,0.114,10.515,10.499416,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,20,ok,,,2,61.812208,2012,5,12.392,0.173,11.949,11.912583,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,6,6,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,21,ok,,,1,54.640333,2017,5,11.737,0.122,10.991,10.968583,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,22,ok,,,1,56.870667,2010,5,11.476,0.103,11.189,11.237875,886,707,417,2010,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,23,timeout,wait_m6,0,3,506.431959,355,1,5.664,0,0,0,355,0,0,355,1,0,0,1,1.7631E+12,,heavy,0.25,25,0,11,11,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,24,ok,,,1,57.913167,2013,5,11.446,0.144,11.613,11.60899999,886,709,418,2013,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,25,ok,,,1,55.523291,2011,5,12.641,0.132,10.736,10.724333,886,707,418,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,26,timeout,wait_m4,0,3,304.501708,97,1,3.706,0,0,0,97,0,0,97,1,0,0,1,,,heavy,0.25,25,0,5,5,1,1,3,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,27,ok,,,1,60.723792,2017,5,10.929,0.107,11.437,11.434875,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,28,ok,,,3,59.177125,2011,5,10.532,0.137,10.814,10.76425,886,707,418,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,5,5,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,29,ok,,,1,62.15025,2017,5,10.706,0.098,11.441,11.420916,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,30,ok,,,1,59.03158399,2017,5,10.66,0.115,11.063,11.061208,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,31,ok,,,1,58.04475,2012,5,11.652,0.132,12.098,12.064792,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,3,5,0.6,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,32,timeout,wait_m4,0,3,305.768792,97,1,4.278,0,0,0,97,0,0,97,1,0,0,1,,,heavy,0.25,25,0,6,6,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,33,ok,,,1,56.99125,2011,5,11.114,0.179,11.609,11.646292,886,707,418,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,34,ok,,,2,54.963666,1993,5,11.302,0.108,10.625,10.598834,877,709,407,1993,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,35,timeout,wait_m4,0,3,304.490792,97,1,3.8,0,0,0,97,0,0,97,1,0,0,1,,,heavy,0.25,25,0,5,5,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,36,ok,,,1,73.307125,2011,5,16.99,0.13,16.547,16.540042,886,708,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,6,7,0.857142857,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,37,ok,,,2,65.354541,2010,5,12.016,0.117,10.836,10.785083,886,708,416,2010,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,6,6,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,38,ok,,,1,58.497833,2012,5,11.247,0.121,11.725,11.7045,887,708,417,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,39,timeout,wait_m4,0,3,304.871875,97,1,4.552,0,0,0,97,0,0,97,1,0,0,1,,,heavy,0.25,25,0,0,5,0,1,3,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,40,ok,,,3,50.792917,2014,5,10.396,0.124,10.896,10.8865,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,5,7,0.714285714,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,41,ok,,,1,60.403625,2012,5,10.364,0.121,11.245,11.250667,887,708,417,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,42,ok,,,1,62.270459,2014,5,11.601,0.135,11.684,11.664375,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,43,ok,,,2,59.915542,2015,5,11.319,0.134,10.885,10.877334,888,708,419,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,44,ok,,,3,64.742708,2015,5,10.68,0.145,11.257,11.231333,888,708,419,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,5,5,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,45,ok,,,1,55.230458,1999,5,10.631,0.125,11.324,11.291084,873,708,418,1999,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,46,ok,,,1,53.769834,2016,5,10.659,0.127,11.549,11.553708,888,709,419,2016,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,47,ok,,,1,65.608791,2011,5,12.334,0.15,11.739,11.719042,886,707,418,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,5,5,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,48,ok,,,1,62.029958,2017,5,14.322,0.13,12.425,12.452583,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,5,5,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,49,ok,,,3,65.38112499,2015,5,10.805,0.16,10.807,10.757167,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,7,7,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,50,ok,,,1,57.671833,2007,5,10.443,0.112,11.251,11.224792,884,706,417,2007,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,51,ok,,,1,57.655667,2015,5,11.704,0.129,11.991,11.965834,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,3,4,0.75,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,52,ok,,,1,58.911291,2012,5,11.772,0.116,11.273,11.281333,887,707,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,53,ok,,,1,58.027084,2014,5,10.33,0.117,10.763,10.742375,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,54,ok,,,1,58.303833,2016,5,10.66,0.113,10.515,10.49650001,888,709,419,2016,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,55,ok,,,1,53.636291,2015,5,10.6,0.137,10.732,10.710916,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,56,ok,,,1,60.370667,2014,5,10.33,0.139,11.533,11.507959,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,57,ok,,,2,57.901291,2014,5,11.88,0.129,10.785,10.764708,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,58,ok,,,1,79.685584,2017,5,24.341,0.181,15.043,15.051375,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,7,7,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,59,ok,,,1,53.996792,2014,5,10.56,0.128,11.051,11.024625,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,60,ok,,,1,57.5675,2013,5,10.831,0.093,11.148,11.14825,887,709,417,2013,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,61,ok,,,1,55.059833,2014,5,10.401,0.106,10.994,11.058291,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,62,ok,,,1,60.822958,2015,5,11.572,0.101,10.812,10.793875,888,708,419,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,63,ok,,,1,59.924292,2017,5,11.818,0.155,10.703,10.672792,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,64,ok,,,1,56.11575001,2014,5,12.066,0.124,10.597,10.574125,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,65,ok,,,2,53.995375,2015,5,11.107,0.153,10.944,10.920042,888,708,419,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,66,ok,,,1,51.593333,2012,5,11.308,0.132,11.51,11.507125,886,708,418,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,67,ok,,,2,65.134959,2014,5,12.882,0.204,11.926,11.95754101,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,8,8,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,68,ok,,,1,55.097,2011,5,10.717,0.124,10.995,10.976417,886,708,417,2011,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,69,ok,,,3,61.5645,2012,5,10.793,0.166,11.636,11.609,886,707,419,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,5,5,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,70,ok,,,2,57.148917,2017,5,10.463,0.089,11.83,11.85525001,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,71,ok,,,1,59.973416,2013,5,10.524,0.11,11.227,11.195917,887,709,417,2013,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,72,ok,,,2,55.77854101,2017,5,10.982,0.142,10.722,10.710917,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,73,ok,,,1,54.38125,2013,5,10.742,0.105,11.01,11.021416,887,709,417,2013,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,74,ok,,,1,60.279,2014,5,10.401,0.134,10.563,10.528,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,75,ok,,,1,68.724,2015,5,11.159,0.139,17.82,17.6975,888,709,418,2015,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,76,ok,,,1,56.08325,2012,5,11.462,0.13,12.201,12.202125,887,708,417,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,77,ok,,,1,57.966,2017,5,12.202,0.109,10.674,10.66420801,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,78,ok,,,1,63.670375,2014,5,12.673,0.098,10.663,10.638792,888,708,418,2014,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,79,ok,,,1,59.522625,2012,5,10.978,0.113,12.358,12.412916,886,707,419,2012,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,80,ok,,,1,65.9675,2017,5,14.929,0.139,12.294,12.525417,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,3,5,0.6,0,0,,,,,,,,
g2_rain_fade,RAIN_FADE,14,,300,2,81,ok,,,1,65.742958,2017,5,10.768,0.1,11.357,11.399125,889,709,419,2017,2,2,1,5,1.7631E+12,1.7631E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,
