scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,ts5,ts6
s1_online_only,LEO_ONLY,12,0.1,200,1,8,ok,,0,1,53.463000993360765,97,1,23.818,10.474999999999909,1760874974134,1760874974151
s1_online_only,LEO_ONLY,12,0.1,200,1,9,ok,,0,1,47.423999989405274,97,1,23.904,10.42199999999957,1760874974395,1760874974410
s1_online_only,LEO_ONLY,12,0.1,200,1,10,ok,,0,1,48.2437500031665,97,1,23.903000000000002,10.36200000000008,1760874974643,1760874974658
s1_online_only,LEO_ONLY,12,0.1,200,2,1,ok,,0,1,51.99354200158268,97,1,24.093000000000004,10.626999999999953,1760874975626,1760874975644
s1_online_only,LEO_ONLY,12,0.1,200,2,2,ok,,0,1,51.574375000200234,97,1,23.573999999999995,10.756000000000313,1760874975893,1760874975908
s1_online_only,LEO_ONLY,12,0.1,200,2,3,ok,,0,1,51.5124170051422,97,1,23.711000000000006,10.38400000000047,1760874976147,1760874976162
s1_online_only,LEO_ONLY,12,0.1,200,2,4,ok,,0,1,50.030208003590815,97,1,23.729999999999997,10.362999999999829,1760874976381,1760874976396
s1_online_only,LEO_ONLY,12,0.1,200,2,5,ok,,0,1,55.1048330089543,97,1,23.855000000000004,10.596000000000004,1760874976644,1760874976661
s1_online_only,LEO_ONLY,12,0.1,200,2,6,ok,,0,1,53.16300000413321,97,1,23.768,10.329999999999927,1760874976898,1760874976915
s1_online_only,LEO_ONLY,12,0.1,200,2,7,ok,,0,1,50.99499999778345,97,1,23.642999999999997,10.380999999999858,1760874977150,1760874977167
s1_online_only,LEO_ONLY,12,0.1,200,2,8,ok,,0,1,50.27279199566692,97,1,23.782,10.43899999999985,1760874977405,1760874977422
s1_online_only,LEO_ONLY,12,0.1,200,2,9,ok,,0,1,49.86112500773743,97,1,23.844,10.423000000000684,1760874977656,1760874977671
s1_online_only,LEO_ONLY,12,0.1,200,2,10,ok,,0,1,52.445207998971455,97,1,23.468999999999998,10.531000000000404,1760874977916,1760874977933
s1_online_only,LEO_ONLY,12,0.1,400,1,1,ok,,0,1,50.76441699930001,97,1,24.25999999999999,10.773000000000593,1760874978872,1760874978888
s1_online_only,LEO_ONLY,12,0.1,400,1,2,ok,,0,1,54.508666988112964,97,1,24.073,10.611999999999625,1760874979140,1760874979157
