scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_lj,cpu_ms_ln,processing_ms_ln,bytes_ue,bytes_lj,bytes_ln,bytes_total,msgs_ue,msgs_lj,msgs_ln,msgs_total,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts
g1_online_only,LEO_ONLY,12,0,200,2,25,ok,,0,1,50.67729201,2013,5,9.991,0.058,10.136,10.121917,887,708,418,2013,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,26,ok,,0,1,54.559292,2006,5,9.991,0.069,9.927,9.904334001,884,706,416,2006,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,27,ok,,0,1,52.426125,2015,5,9.838,0.059,10.105,10.083958,889,708,418,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,28,ok,,0,1,52.21562499,2012,5,9.962,0.082,10.255,10.24308401,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,29,ok,,0,1,53.155667,2012,5,10.015,0.086,10.474,10.396458,887,708,417,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,30,ok,,0,1,53.547459,2017,5,9.907,0.068,10.283,10.261875,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,31,ok,,0,1,52.965625,2015,5,9.928,0.069,10.254,10.238209,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,32,ok,,0,1,49.473375,2017,5,9.765,0.073,10.387,10.368584,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,33,ok,,0,1,50.262583,2012,5,9.5,0.061,10.284,10.264792,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,34,ok,,0,1,51.117125,2014,5,10.1,0.066,10.248,10.225667,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,35,ok,,0,1,48.672541,2017,5,9.955,0.076,10.395,10.376666,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,36,ok,,0,1,57.226167,2014,5,11.033,0.239,12.146,12.137792,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,37,ok,,0,1,54.086958,2015,5,10.264,0.067,10.598,10.568625,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,38,ok,,0,1,53.723791,2015,5,9.937,0.07,10.175,10.150791,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,39,ok,,0,1,54.895458,2012,5,10.059,0.092,10.39,10.332375,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,40,ok,,0,1,50.630875,2013,5,9.988,0.097,10.402,10.363541,887,708,418,2013,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,41,ok,,0,1,58.183459,2010,5,10.983,0.244,12.776,12.75437501,885,708,417,2010,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,42,ok,,0,1,55.519542,2017,5,9.903,0.069,10.286,10.257208,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,43,ok,,0,1,52.062083,2012,5,9.738,0.074,10.317,10.27875,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,44,ok,,0,1,53.381167,2013,5,10.622,0.164,11.277,11.305791,887,708,418,2013,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,45,ok,,0,1,50.56775,2015,5,9.982,0.069,10.313,10.299792,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,46,ok,,0,1,52.382542,2011,5,9.84,0.056,10.288,10.282417,887,707,417,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,47,ok,,0,1,50.670167,2012,5,10.62,0.138,11.096,11.092833,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,48,ok,,0,1,52.703792,2010,5,10.117,0.078,10.3,10.279542,886,707,417,2010,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,49,ok,,0,1,57.368375,2014,5,10.419,0.144,10.998,10.9495,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,50,ok,,0,1,55.107792,2014,5,10.445,0.133,10.453,10.432,887,708,419,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,51,ok,,0,1,56.281292,2014,5,10.644,0.157,10.498,10.48779101,887,708,419,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,52,ok,,0,1,51.490167,2011,5,9.77,0.067,10.58,10.5585,886,707,418,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,53,ok,,0,1,55.786625,2014,5,10.061,0.058,10.261,10.22975,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,54,ok,,0,1,51.823,2010,5,9.956,0.065,10.555,10.524917,886,707,417,2010,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,55,ok,,0,1,53.941583,2014,5,10.317,0.082,10.5,10.481375,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,56,ok,,0,1,55.283667,2014,5,10.413,0.157,10.982,10.96408301,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,57,ok,,0,1,57.460125,2014,5,10.493,0.161,10.743,10.731958,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,58,ok,,0,1,50.666875,2014,5,9.984,0.065,10.405,10.380167,887,708,419,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,59,ok,,0,1,53.520292,2012,5,10.14,0.07,10.252,10.232125,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,60,ok,,0,1,54.404917,2012,5,10.8,0.117,10.716,10.709792,887,708,417,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,61,ok,,0,1,52.726167,2015,5,10.27,0.072,10.434,10.41525,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,62,ok,,0,1,51.234083,2015,5,9.97,0.066,10.308,10.28725,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,63,ok,,0,1,55.50425,2015,5,10.28,0.157,10.892,10.88020801,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,64,ok,,0,1,54.422042,2011,5,10.086,0.075,10.455,10.435125,886,707,418,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,65,ok,,0,1,51.20174999,2011,5,9.823,0.058,10.288,10.2695,887,707,417,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,66,ok,,0,1,56.47129101,2015,5,10.16,0.066,10.277,10.263917,888,709,418,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,67,ok,,0,1,52.34275,2015,5,9.892,0.057,10.265,10.247,887,709,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,68,ok,,0,1,55.454708,2015,5,10.922,0.185,12.072,12.032209,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,69,ok,,0,1,47.23025001,2015,5,9.906,0.065,10.488,10.46425,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,70,ok,,0,1,53.06075,2017,5,10.584,0.063,10.483,10.460292,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,71,ok,,0,1,51.616667,2015,5,10.74,0.128,11.486,11.49275,888,709,418,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,72,ok,,0,1,49.925208,2012,5,10.623,0.119,10.354,10.31875,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,73,ok,,0,1,55.524041,2015,5,10.225,0.095,10.826,10.8015,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,74,ok,,0,1,55.976459,2016,5,10.306,0.086,10.558,10.501667,888,709,419,2016,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,75,ok,,0,1,56.576458,2012,5,10.106,0.07,10.514,10.482375,887,708,417,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,76,ok,,0,1,50.282667,2015,5,10.009,0.068,10.369,10.370416,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,77,ok,,0,1,53.933208,2012,5,9.876,0.063,10.419,10.400084,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,78,ok,,0,1,55.177834,2017,5,10.033,0.069,10.335,10.313708,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,79,ok,,0,1,51.256041,2015,5,10.471,0.093,10.624,10.59825,888,709,418,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,80,ok,,0,1,58.934208,2011,5,10.464,0.139,13.389,13.400875,886,708,417,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,81,ok,,0,1,53.027583,2016,5,10.55,0.091,10.66,10.641542,888,709,419,2016,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,82,ok,,0,1,56.709,2017,5,11.53,0.173,11.252,11.263959,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,83,ok,,0,1,57.604041,2014,5,10.341,0.081,10.571,10.549834,888,708,418,2014,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,84,ok,,0,1,59.639583,2015,5,12.318,0.142,11.232,11.240209,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,85,ok,,0,1,53.23575001,2009,5,10.022,0.072,10.344,10.320792,886,706,417,2009,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,86,ok,,0,1,54.007875,2017,5,10.974,0.098,10.925,10.919875,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,87,ok,,0,1,48.725,2012,5,9.999,0.07,10.511,10.489625,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,88,ok,,0,1,54.489042,2012,5,9.941,0.084,10.216,10.197459,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,89,ok,,0,1,53.030667,2013,5,10.143,0.065,10.424,10.399916,887,708,418,2013,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,90,ok,,0,1,52.714958,2011,5,10.227,0.075,10.548,10.521292,886,707,418,2011,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,91,ok,,0,1,57.582875,2017,5,9.974,0.072,10.247,10.221625,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,92,ok,,0,1,53.395166,2012,5,9.962,0.088,10.169,10.111041,887,707,418,2012,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,93,ok,,0,1,49.64812499,2015,5,10.134,0.065,10.359,10.33475,888,708,419,2015,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,94,ok,,0,1,47.055792,2013,5,9.991,0.062,10.188,10.167167,888,708,417,2013,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,95,ok,,0,1,52.903209,2013,5,9.952,0.066,10.304,10.283291,887,708,418,2013,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
g1_online_only,LEO_ONLY,12,0,200,2,96,ok,,0,1,49.580375,2017,5,9.894,0.065,10.327,10.296291,889,709,419,2017,2,2,1,5,1.76309E+12,1.76309E+12,,,,,,,,,,,,,,,
