mode,scenario,run_index,timeout_ms,pto,status,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,processing_ms_leo2,bytes_ue,bytes_leo2,msgs_ue,msgs_leo2,rtt_ms,jitter_ms,loss_pct,rate_mbps
LEO_ONLY,z1_online_only,14,400,2,ok,42.06950000000376,1020.0,1,3.5309999999999953,13.444000000000415,13.416250000005903,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,15,400,2,ok,44.83391699999828,1021.0,1,3.7409999999999997,13.24099999999953,13.215250000001788,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,16,400,2,ok,45.35341599999754,1021.0,1,3.4869999999999983,13.172999999999774,13.147916000001203,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,17,400,2,ok,44.12741699999856,1020.0,1,3.5229999999999997,13.32300000000032,13.297500000000184,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,18,400,2,ok,46.64858299999963,1020.0,1,3.594000000000001,13.377000000000407,13.350500000001375,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,19,400,2,ok,46.246458999995355,1021.0,1,3.599,13.219000000000051,13.191208000002064,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,20,400,2,ok,44.797832999996956,1021.0,1,3.6430000000000007,13.502999999999702,13.476000000004262,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,1,600,2,ok,47.773749999997506,1019.0,1,3.603999999999992,13.12099999999964,13.094916000000012,1019.0,1019.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,2,600,2,ok,42.50333299999909,1021.0,1,3.525000000000002,13.501999999999953,13.47754200000395,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,3,600,2,ok,41.40320800000552,1019.0,1,3.5519999999999996,13.146000000000186,13.117958000002261,1019.0,1019.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,4,600,2,ok,46.11220800000382,1021.0,1,3.649000000000001,13.445000000000164,13.415375000001006,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,5,600,2,ok,45.9885829999962,1021.0,1,3.6930000000000014,13.8449999999998,13.823999999999614,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,6,600,2,ok,41.650583000006236,1020.0,1,3.4270000000000067,13.027000000000044,12.997791000003645,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,7,600,2,ok,44.347707999996544,1021.0,1,3.5259999999999962,13.342000000000553,13.321749999995802,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,8,600,2,ok,52.18475000000211,1019.0,1,3.6899999999999977,13.247000000000298,13.216208999999424,1019.0,1019.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,9,600,2,ok,46.057624999995994,1020.0,1,3.5350000000000037,13.068000000000211,13.046959000000413,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,10,600,2,ok,42.858124999995084,1020.0,1,3.5009999999999977,13.018000000000029,12.992833000005533,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,11,600,2,ok,47.553374999999676,1020.0,1,3.6239999999999988,12.998999999999796,12.978334000003144,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,12,600,2,ok,42.89966700000036,1019.0,1,3.5719999999999956,13.393000000000484,13.375750000001574,1019.0,1019.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,13,600,2,ok,46.32604100000037,1020.0,1,3.5470000000000006,13.204999999999927,13.179749999999046,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,14,600,2,ok,45.94175000000433,1021.0,1,3.4420000000000037,13.152000000000044,13.126749999997855,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,15,600,2,ok,41.2798340000009,1020.0,1,3.5120000000000005,13.490000000000236,13.476916999998423,1020.0,1020.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,16,600,2,ok,42.902208000000996,1021.0,1,3.4740000000000038,13.402000000000044,13.384375000001114,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,17,600,2,ok,45.92774999999705,1021.0,1,3.547000000000004,13.316000000000258,13.290165999997328,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,18,600,2,ok,43.16320899999937,1021.0,1,3.7689999999999912,13.247000000000298,13.215750000000526,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,19,600,2,ok,43.280416999998295,1021.0,1,3.721999999999994,13.457000000000335,13.427458999998976,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,20,600,2,ok,44.29229200000151,1021.0,1,3.6430000000000007,13.248000000000047,13.220042000000376,1021.0,1021.0,1,1,24,2,0.0,
LEO_ONLY,z1_online_only,1,200,2,ok,41.39574999999951,1020.0,1,3.8160000000000025,13.724999999999909,13.694207999996877,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,2,200,2,ok,43.16549999999353,1021.0,1,3.5429999999999993,13.675999999999476,13.709083999998484,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,3,200,2,ok,43.003082999995,1020.0,1,3.3939999999999984,13.234999999999673,13.209707999997988,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,4,200,2,ok,44.23833299999558,1020.0,1,3.5449999999999946,13.083999999999833,13.061750000005645,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,5,200,2,ok,42.61729200000275,1020.0,1,3.7480000000000047,13.9699999999998,13.974541000003171,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,6,200,2,ok,42.23954199999724,1020.0,1,3.482999999999997,12.972999999999956,12.962499999993327,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,7,200,2,ok,41.423666000000026,1020.0,1,3.679000000000002,13.010999999999967,12.990124999994634,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,8,200,2,ok,45.412417000001426,1020.0,1,3.614999999999995,13.411000000000058,13.380583000000001,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,9,200,2,ok,42.0974170000008,1021.0,1,3.2940000000000076,12.840999999999894,12.830417000003536,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,10,200,2,ok,45.763417000003415,1020.0,1,3.6239999999999952,13.297999999999774,13.289082999996538,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,11,200,2,ok,45.121625000000165,1020.0,1,3.8229999999999933,13.705000000000382,13.67079199999921,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,12,200,2,ok,40.549041999994984,1020.0,1,3.6419999999999995,13.500999999999749,13.471333000005359,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,13,200,2,ok,46.246499999995194,1021.0,1,3.5219999999999985,13.416999999999916,13.38733299999717,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,14,200,2,ok,48.753375000003984,1021.0,1,3.6589999999999954,13.610999999999876,13.587457999996388,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,15,200,2,ok,46.39770800000065,1021.0,1,3.683000000000007,13.509000000000015,13.484542000000488,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,16,200,2,ok,43.50470800000039,1021.0,1,3.5519999999999996,13.19399999999996,13.176083000004724,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,17,200,2,ok,44.88004200000262,1020.0,1,3.6769999999999996,13.72799999999961,13.74337499999001,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,18,200,2,ok,48.04187499999557,1021.0,1,3.5350000000000037,13.303999999999633,13.285750000008534,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,19,200,2,ok,44.126375000004714,1020.0,1,3.5639999999999965,13.292000000000371,13.269415999999978,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,20,200,2,ok,41.14670799999942,1021.0,1,3.600999999999999,13.213000000000193,13.188040999992268,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,1,400,2,ok,47.23504199999695,1020.0,1,3.649000000000001,13.190999999999804,13.163458000008177,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,2,400,2,ok,41.68816600000014,1021.0,1,3.5489999999999995,13.263000000000375,13.235207999997556,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,3,400,2,ok,43.38279200000272,1021.0,1,3.5769999999999946,13.168999999999869,13.146667000000889,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,4,400,2,ok,46.79495800000666,1021.0,1,3.6359999999999992,13.01699999999937,12.990540999993527,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,5,400,2,ok,43.557124999992425,1021.0,1,3.732999999999997,13.643999999999778,13.621333000003233,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,6,400,2,ok,44.975749999991876,1021.0,1,3.686,13.672000000000025,13.645459000002802,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,7,400,2,ok,49.29224999999349,1021.0,1,3.672999999999991,13.800000000000182,13.770790999998894,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,8,400,2,ok,53.85312500000339,1020.0,1,3.762999999999998,13.57300000000032,13.543084000005479,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,9,400,2,ok,45.951250000001664,1020.0,1,3.450000000000003,13.076000000000022,13.051540999995837,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,10,400,2,ok,43.23000000000832,1020.0,1,3.674000000000003,13.497000000000298,13.47220899999968,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,11,400,2,ok,46.58887499999764,1021.0,1,3.5570000000000093,13.30600000000004,13.277041999998573,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,12,400,2,ok,45.2101250000112,1021.0,1,3.4750000000000014,12.998999999999796,12.9738340000074,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,13,400,2,ok,48.09920799999645,1019.0,1,3.6409999999999982,13.350999999999658,13.323124999999436,1019.0,1019.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,14,400,2,ok,44.49741599999868,1021.0,1,3.678999999999995,13.348999999999705,13.31904199999201,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,15,400,2,ok,47.89458300000149,1020.0,1,3.4839999999999947,13.179000000000087,13.154291999995849,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,16,400,2,ok,46.85037500000533,1020.0,1,3.4799999999999933,13.120000000000346,13.096500000003175,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,17,400,2,ok,44.95150000001047,1020.0,1,3.565999999999999,13.606999999999971,13.577916999992112,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,18,400,2,ok,42.56275000000187,1021.0,1,3.543000000000003,13.428000000000338,13.500542000002724,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,19,400,2,ok,43.67991700000573,1020.0,1,3.702999999999996,13.434000000000196,13.417208000007008,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,20,400,2,ok,43.95541700000649,1021.0,1,3.7270000000000003,13.524000000000342,13.500749999991513,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,1,600,2,ok,45.02258400000869,1020.0,1,3.689,13.694999999999709,13.6567910000025,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,2,600,2,ok,47.4758750000035,1020.0,1,3.5939999999999976,13.731999999999971,13.709083000009059,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,3,600,2,ok,46.8682919999992,1021.0,1,3.7099999999999973,13.52199999999948,13.49170899999308,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,4,600,2,ok,43.53879100000313,1020.0,1,3.7010000000000076,13.608000000000175,13.577583000000004,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,5,600,2,ok,45.212916000011205,1020.0,1,3.6249999999999964,13.49599999999964,13.482292000006169,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,6,600,2,ok,48.952791000004936,1021.0,1,3.5979999999999954,13.585000000000491,13.56020800000124,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,7,600,2,ok,42.4252910000007,1021.0,1,3.767000000000003,13.702999999999975,13.67525000000569,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,8,600,2,ok,45.88312499998892,1021.0,1,3.4869999999999983,12.99599999999964,12.97479100000487,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,9,600,2,ok,46.32866699999738,1021.0,1,3.413000000000004,13.218000000000302,13.195749999994177,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,10,600,2,ok,47.55054099999256,1019.0,1,3.6460000000000043,13.402000000000044,13.37749999999005,1019.0,1019.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,11,600,2,ok,42.43279199999961,1021.0,1,3.509000000000004,13.038000000000011,13.009999999994193,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,12,600,2,ok,43.42533300000184,1020.0,1,3.735999999999997,13.518000000000029,13.507250000003523,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,13,600,2,ok,45.01808400000584,1021.0,1,3.620000000000008,13.666999999999916,13.64020799999821,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,14,600,2,ok,44.36504199999547,1020.0,1,3.7579999999999956,13.627999999999702,13.607042000003844,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,15,600,2,ok,46.79050000000018,1020.0,1,3.598999999999993,13.571000000000367,13.550832999996487,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,16,600,2,ok,42.72483399999771,1021.0,1,3.531000000000006,13.32700000000068,13.299708999994664,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,17,600,2,ok,41.62250000000256,1021.0,1,3.5849999999999973,13.536000000000058,13.511084000001006,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,18,600,2,ok,43.70129200000861,1020.0,1,3.471999999999994,12.886999999999716,12.866916999996647,1020.0,1020.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,19,600,2,ok,47.80250000000308,1021.0,1,3.7650000000000006,13.577000000000226,13.5460409999979,1021.0,1021.0,1,1,24,2,0.1,
LEO_ONLY,z1_online_only,20,600,2,ok,47.78950000000748,1021.0,1,3.4480000000000004,13.284999999999854,13.260290999994595,1021.0,1021.0,1,1,24,2,0.1,
