scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,40,ok,,0,1,38.963834,374,1,3.796,13.631,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,41,ok,,0,1,34.863959,374,1,3.627,13.294,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,42,ok,,0,1,33.473167,374,1,3.684,13.682,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,43,ok,,0,1,35.217292,374,1,3.934,14.156,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,44,ok,,0,1,31.663958,374,1,3.646,13.65,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,45,ok,,0,1,33.741375,374,1,3.766,13.695,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,46,ok,,0,1,31.127792,374,1,3.803,13.727,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,47,ok,,0,1,37.03125,374,1,3.72,13.682,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,48,ok,,0,2,42.380708,748,2,6.832,21.628,1.76278E+12,1.76278E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,49,ok,,0,1,36.828708,374,1,3.796,13.905,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,50,ok,,0,1,34.921,374,1,3.638,14.01,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,51,ok,,0,1,32.335708,374,1,3.82,14.003,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,52,ok,,0,1,36.03325,374,1,3.798,13.81,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,53,ok,,0,1,37.870833,374,1,3.781,13.799,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,54,ok,,0,1,34.143625,374,1,3.8,14.131,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,55,ok,,0,1,30.405917,374,1,3.758,13.807,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,56,ok,,0,1,35.812167,374,1,3.638,13.879,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,57,ok,,0,1,34.338125,374,1,3.776,13.779,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,58,ok,,0,2,40.397417,748,2,5.127,18.616,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,59,ok,,0,1,38.871084,374,1,3.965,14.162,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,60,ok,,0,2,47.21425,748,2,6.868,21.653,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,3,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,61,ok,,0,1,35.502292,374,1,3.747,13.983,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,62,ok,,0,1,33.056542,374,1,3.817,13.641,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,63,ok,,0,1,35.219625,374,1,3.664,13.678,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,64,ok,,0,1,29.086542,374,1,3.835,13.808,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,65,ok,,0,1,35.329083,374,1,3.698,13.713,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,66,ok,,0,1,35.712083,374,1,3.748,13.725,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,67,ok,,0,1,35.222083,374,1,3.706,13.739,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,68,ok,,0,1,32.12825,374,1,3.697,13.631,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,69,ok,,0,2,50.935292,748,2,7.78,22.864,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,3,0.666666667,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,70,ok,,0,3,40.914,1122,3,5.902,19.512,1.76278E+12,1.76278E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,71,ok,,0,1,34.051542,374,1,3.727,13.879,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,72,ok,,0,1,36.00275,374,1,3.91,13.75,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,73,ok,,0,2,48.550375,748,2,6.465,22.209,1.76278E+12,1.76278E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,74,ok,,0,1,35.76575,374,1,3.774,13.807,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,75,ok,,0,1,37.04625,374,1,3.841,14.406,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,76,ok,,0,1,55.850125,374,1,3.84,31.64,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,77,ok,,0,1,39.820084,374,1,3.577,13.815,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,78,ok,,0,1,33.40775,374,1,3.668,13.749,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,79,ok,,0,3,43.968291,1122,3,6.071,20.637,1.76278E+12,1.76278E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,80,ok,,0,1,36.276583,374,1,3.779,13.686,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,81,ok,,0,1,31.241166,374,1,3.688,13.773,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,82,ok,,0,1,32.540125,374,1,3.787,13.941,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,83,ok,,0,1,36.044875,374,1,3.814,13.949,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,84,ok,,0,1,35.449292,374,1,3.777,13.784,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,85,ok,,0,1,33.966708,374,1,3.755,13.8,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,86,ok,,0,1,35.751292,374,1,3.699,13.626,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,87,ok,,0,1,37.178875,374,1,3.643,13.743,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,88,ok,,0,1,33.356708,373,1,3.748,13.53,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,89,ok,,0,1,34.703,374,1,4.019,13.296,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,90,ok,,0,1,37.009083,374,1,3.67,13.706,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,91,ok,,0,1,35.182375,374,1,3.888,13.771,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,92,ok,,0,1,34.178292,374,1,3.799,13.638,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,93,ok,,0,1,31.892333,374,1,3.727,13.525,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,94,ok,,0,1,34.403416,374,1,3.832,13.882,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,95,ok,,0,1,35.259166,374,1,3.73,13.858,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,96,ok,,0,1,35.23625,374,1,3.639,13.723,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,97,ok,,0,1,34.580458,374,1,3.796,13.77,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,98,ok,,0,1,33.329833,374,1,3.628,13.69,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,99,ok,,0,1,32.303875,374,1,3.751,13.878,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,100,ok,,0,1,34.738542,374,1,3.777,13.506,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,101,ok,,0,1,31.053,374,1,3.606,13.8,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,102,ok,,0,1,37.911208,374,1,3.786,14.161,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,103,ok,,0,2,45.599875,748,2,5.728,19.945,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,104,ok,,0,1,34.199208,374,1,3.723,13.839,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,105,ok,,0,1,34.452292,374,1,3.7,13.814,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,106,ok,,0,2,41.055,748,2,5.381,19.489,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,107,ok,,0,1,33.753,374,1,3.744,14.058,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,108,ok,,0,1,33.252875,374,1,3.807,13.949,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,109,ok,,0,1,34.2835,374,1,3.807,13.651,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,110,ok,,0,1,39.47175,374,1,3.863,14.256,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,111,ok,,0,1,45.078875,374,1,3.876,17.686,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,112,ok,,0,1,29.358417,374,1,3.825,14.038,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,113,ok,,0,1,31.558083,374,1,3.849,13.496,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,114,ok,,0,1,33.2995,374,1,3.812,13.742,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,115,ok,,0,2,47.128667,748,2,6,21.134,1.76278E+12,1.76278E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,116,ok,,0,1,37.698792,374,1,3.818,14.013,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,117,ok,,0,1,36.097583,374,1,3.696,14.004,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,118,ok,,0,2,40.84625,748,2,6.648,20.824,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,119,ok,,0,3,42.60275,1122,3,4.86,17.624,1.76278E+12,1.76278E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,120,ok,,0,3,38.363125,1122,3,5.643,19.582,1.76278E+12,1.76278E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,121,ok,,0,1,33.244042,374,1,3.621,13.713,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,122,ok,,0,2,40.282459,748,2,4.609,17.33,1.76278E+12,1.76278E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,123,ok,,0,1,36.114166,374,1,3.903,14.285,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,124,ok,,0,2,44.508833,748,2,4.557,16.5,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,125,ok,,0,1,36.2395,374,1,3.71,13.612,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,126,ok,,0,1,35.452916,374,1,3.825,14.058,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,127,ok,,0,1,36.896958,374,1,3.725,13.781,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,128,ok,,0,1,34.43975,374,1,3.945,14.094,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,129,ok,,0,1,30.667208,374,1,3.665,13.55,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,130,ok,,0,1,37.570833,374,1,3.86,13.687,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,131,ok,,0,1,31.59125,374,1,3.666,13.655,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,132,ok,,0,1,39.081916,374,1,3.707,13.78,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,133,ok,,0,1,36.057833,374,1,3.76,13.633,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,134,ok,,0,3,42.766666,1122,3,5.477,19.472,1.76278E+12,1.76278E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,135,ok,,0,1,36.579,374,1,3.684,13.626,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,136,ok,,0,1,36.127166,374,1,3.713,14.067,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,137,ok,,0,2,43.165292,748,2,5.85,19.634,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,138,ok,,0,1,36.393542,374,1,3.841,14.014,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,139,ok,,0,1,32.683833,374,1,3.578,13.385,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,140,ok,,0,2,51.633333,747,2,5.654,20.601,1.76278E+12,1.76278E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,141,ok,,0,1,36.027208,374,1,3.691,14.123,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,142,ok,,0,1,36.226917,374,1,3.682,13.606,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,143,ok,,0,2,40.325291,748,2,4.82,17.278,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,144,ok,,0,2,46.07525,748,2,5.352,18.993,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,145,ok,,0,1,35.230625,374,1,3.838,13.923,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,146,ok,,0,3,43.316708,1121,3,5.344,18.909,1.76278E+12,1.76278E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,147,ok,,0,1,34.681416,374,1,3.629,13.935,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,148,ok,,0,1,37.290625,374,1,3.858,13.717,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,149,ok,,0,1,37.588875,373,1,3.69,13.697,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,150,ok,,0,1,35.817458,374,1,3.858,13.813,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,151,ok,,0,1,35.346917,374,1,3.765,13.665,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,152,ok,,0,1,32.918625,374,1,3.828,13.818,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,153,ok,,0,1,32.069583,374,1,3.713,14.124,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,154,ok,,0,1,36.072291,374,1,3.721,13.893,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,155,ok,,0,1,34.44275,374,1,4.052,14.206,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,156,ok,,0,1,36.445125,374,1,3.769,13.606,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,157,ok,,0,1,36.180792,374,1,3.715,13.474,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,158,ok,,0,1,33.229375,374,1,3.848,13.799,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,159,ok,,0,2,45.786458,747,2,5.769,19.84,1.76278E+12,1.76278E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,160,ok,,0,1,40.795208,374,1,3.784,14.197,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,161,ok,,0,1,36.162625,374,1,3.634,13.745,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,162,ok,,0,1,34.03525,374,1,3.498,13.614,1.76278E+12,1.76278E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,163,ok,,0,1,33.922417,374,1,3.576,13.654,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
y2_rain_fade,RAIN_FADE,14,0.3,300,2,164,ok,,0,1,41.444625,374,1,3.776,13.972,1.76278E+12,1.76278E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
