scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,cpu_ms_ground,cpu_ms_ncc,processing_ms_leo2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,combo_index,,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,100,ok,,0,1,89.031,208,6,0.516,0.041,0.03,0.03,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.06,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,101,ok,,0,1,80.884416,208,6,0.49,0.039,0.036,0.036,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.072,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,102,ok,,0,1,80.730875,208,6,0.457,0.038,0.054,0.054,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.108,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,103,ok,,0,1,82.606708,208,6,0.627,0.031,0.041,0.041,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.082,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,104,ok,,0,1,74.216959,208,6,0.397,0.027,0.027,0.027,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.054,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,105,ok,,0,1,76.155917,208,6,0.403,0.032,0.033,0.033,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.066,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,106,ok,,0,1,83.26125,208,6,0.477,0.039,0.035,0.035,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.07,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,107,ok,,0,1,81.26925,208,6,0.577,0.061,0.079,0.079,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.158,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,108,ok,,0,1,80.112,208,6,0.455,0.026,0.043,0.043,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.086,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,109,ok,,0,1,82.554542,208,6,0.422,0.031,0.029,0.029,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.058,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,110,ok,,0,1,85.551917,208,6,4.197,0.09,0.077,0.077,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.154,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,111,ok,,0,1,86.2235,208,6,0.442,0.04,0.035,0.035,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.07,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,112,ok,,0,1,87.221834,208,6,0.41,0.035,0.059,0.059,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.118,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,113,ok,,0,1,92.692126,208,6,0.662,0.064,0.065,0.065,0,1.76303E+12,1.76303E+12,light→light,0.64,,,1,3,0.333333333,0,0,,,,,,0,0,0.13,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,114,ok,,0,1,79.182292,208,6,0.597,0.053,0.054,0.054,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.108,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,115,ok,,0,1,87.592,208,6,0.389,0.029,0.032,0.032,0,1.76303E+12,1.76303E+12,light→light,0.64,,,3,4,0.75,0,0,,,,,,0,0,0.064,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,116,ok,,0,1,83.948708,208,6,0.429,0.028,0.045,0.045,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.09,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,117,ok,,0,1,77.667333,208,6,0.421,0.026,0.027,0.027,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.054,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,118,ok,,0,1,79.679666,208,6,0.56,0.05,0.057,0.057,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,3,0.666666667,0,0,,,,,,0,0,0.114,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,119,ok,,0,1,74.834708,208,6,0.741,0.107,0.077,0.077,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.154,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,120,ok,,0,1,81.508417,208,6,0.5,0.053,0.053,0.053,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.106,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,121,ok,,0,1,75.762833,208,6,0.462,0.033,0.034,0.034,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.068,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,122,ok,,0,1,84.276375,208,6,0.614,0.073,0.052,0.052,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.104,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,123,ok,,0,1,83.238458,208,6,0.443,0.04,0.031,0.031,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.062,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,124,ok,,0,1,78.125417,208,6,0.561,0.036,0.068,0.068,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.136,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,125,ok,,0,1,83.423834,208,6,0.431,0.03,0.031,0.031,0,1.76303E+12,1.76303E+12,light→light,0.64,,,5,5,1,0,0,,,,,,0,0,0.062,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,126,ok,,0,1,77.418125,208,6,0.451,0.031,0.037,0.037,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.074,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,127,ok,,0,1,88.9325,208,6,0.419,0.039,0.032,0.032,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.064,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,128,ok,,0,1,85.315416,208,6,1.443,0.103,0.079,0.079,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.158,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,129,ok,,0,1,88.483459,208,6,0.417,0.038,0.036,0.036,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.072,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,130,ok,,0,1,84.405,208,6,0.47,0.029,0.037,0.037,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.074,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,131,ok,,0,1,85.070417,208,6,0.557,0.037,0.04,0.04,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.08,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,132,ok,,0,1,83.609125,208,6,0.509,0.045,0.072,0.072,0,1.76303E+12,1.76303E+12,light→light,0.64,,,7,7,1,0,0,,,,,,0,0,0.144,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,133,ok,,0,1,89.953208,208,6,0.395,0.027,0.045,0.045,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.09,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,134,ok,,0,1,85.41925,208,6,0.426,0.033,0.033,0.033,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.066,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,135,ok,,0,1,81.075792,208,6,0.422,0.037,0.033,0.033,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.066,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,136,ok,,0,1,83.093292,208,6,0.439,0.031,0.038,0.038,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.076,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,137,ok,,0,1,86.207625,208,6,2.268,0.085,0.064,0.064,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,3,0,0,0,,,,,,0,0,0.128,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,138,ok,,0,1,78.352208,208,6,0.486,0.04,0.036,0.036,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.072,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,139,ok,,0,1,89.365875,208,6,0.48,0.066,0.051,0.051,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.102,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,140,ok,,0,1,81.4485,208,6,0.578,0.072,0.061,0.061,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,6,0,0,0,,,,,,0,0,0.122,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,141,ok,,0,1,82.951625,208,6,0.6,0.087,0.065,0.065,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.13,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,142,ok,,0,1,79.9085,208,6,0.418,0.034,0.039,0.039,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.078,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,143,ok,,0,1,84.999167,208,6,0.42,0.038,0.039,0.039,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.078,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,144,ok,,0,1,76.005667,208,6,0.528,0.029,0.043,0.043,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.086,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,145,ok,,0,1,80.404333,208,6,0.402,0.027,0.036,0.036,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.072,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,146,ok,,0,1,80.755375,208,6,0.769,0.113,0.786,0.786,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,1.572,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,147,ok,,0,1,74.332292,208,6,0.425,0.028,0.034,0.034,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.068,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,148,ok,,0,1,87.997375,208,6,0.432,0.029,0.036,0.036,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.072,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,149,ok,,0,1,81.792042,208,6,0.425,0.04,0.037,0.037,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.074,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,150,ok,,0,1,87.557042,208,6,0.466,0.036,0.031,0.031,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.062,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,151,ok,,0,1,75.962167,208,6,0.573,0.038,0.07,0.07,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.14,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,152,ok,,0,1,79.711292,208,6,0.636,0.066,0.05,0.05,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,3,0.666666667,0,0,,,,,,0,0,0.1,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,153,ok,,0,1,85.381167,208,6,0.423,0.039,0.038,0.038,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.076,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,154,ok,,0,1,78.715709,208,6,0.499,0.044,0.037,0.037,0,1.76303E+12,1.76303E+12,light→light,0.64,,,3,3,1,0,0,,,,,,0,0,0.074,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,155,ok,,0,1,86.144417,208,6,0.784,0.109,0.076,0.076,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.152,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,156,ok,,0,1,79.044625,208,6,0.493,0.026,0.04,0.04,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.08,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,157,ok,,0,1,77.195,208,6,0.532,0.055,0.045,0.045,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.09,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,158,ok,,0,1,85.170667,208,6,0.558,0.085,0.058,0.058,0,1.76303E+12,1.76303E+12,light→light,0.64,,,1,3,0.333333333,0,0,,,,,,0,0,0.116,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,159,ok,,0,1,88.314584,208,6,0.619,0.093,0.08,0.08,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.16,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,160,ok,,0,1,80.130375,208,6,0.623,0.078,0.072,0.072,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,3,0.666666667,0,0,,,,,,0,0,0.144,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,161,ok,,0,1,485.503,224,7,0.883,0.073,0.064,0.064,0,1.76303E+12,1.76303E+12,light→light,0.64,,,4,8,0.5,0,0,,,,,,0,0,0.128,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,162,ok,,0,1,72.273375,208,6,0.665,0.068,0.052,0.052,0,1.76303E+12,1.76303E+12,light→light,0.64,,,4,4,1,0,0,,,,,,0,0,0.104,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,163,ok,,0,1,86.61175,208,6,0.656,0.079,0.074,0.074,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,7,0,0,0,,,,,,0,0,0.148,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,164,ok,,0,1,106.055375,208,6,0.769,0.101,0.22,0.22,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.44,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,165,ok,,0,1,75.642666,208,6,0.707,0.088,0.052,0.052,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,3,0.666666667,0,0,,,,,,0,0,0.104,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,166,ok,,0,1,78.007083,208,6,0.426,0.025,0.028,0.028,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.056,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,167,ok,,0,1,77.296084,208,6,0.556,0.081,0.074,0.074,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.148,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,168,ok,,0,1,83.58725,208,6,0.617,0.066,0.067,0.067,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.134,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,169,ok,,0,1,82.033417,208,6,0.628,0.077,0.054,0.054,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.108,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,170,ok,,0,1,86.939541,208,6,0.972,0.086,0.073,0.073,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,3,0.666666667,0,0,,,,,,0,0,0.146,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,171,ok,,0,1,79.511125,208,6,0.551,0.039,0.046,0.046,0,1.76303E+12,1.76303E+12,light→light,0.64,,,7,7,1,0,0,,,,,,0,0,0.092,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,172,ok,,0,1,84.667125,208,6,0.471,0.042,0.054,0.054,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.108,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,173,ok,,0,1,78.064083,208,6,0.433,0.043,0.036,0.036,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.072,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,174,ok,,0,1,82.567458,208,6,0.526,0.031,0.036,0.036,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.072,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,175,ok,,0,1,86.248666,208,6,0.608,0.067,0.068,0.068,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.136,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,176,ok,,0,1,94.012958,208,6,0.425,0.033,0.042,0.042,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.084,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,177,ok,,0,1,86.88425,208,6,0.399,0.027,0.041,0.041,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.082,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,178,ok,,0,1,77.878292,208,6,0.4,0.027,0.034,0.034,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.068,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,179,ok,,0,1,71.362708,208,6,0.586,0.067,0.05,0.05,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.1,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,180,ok,,0,1,72.762167,208,6,0.608,0.066,0.047,0.047,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,3,0.666666667,0,0,,,,,,0,0,0.094,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,181,ok,,0,1,76.924583,208,6,0.562,0.063,0.065,0.065,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.13,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,182,ok,,0,1,81.863167,208,6,0.622,0.071,0.062,0.062,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.124,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,183,ok,,0,1,83.984375,208,6,0.571,0.067,0.048,0.048,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.096,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,184,ok,,0,1,87.579916,208,6,0.555,0.047,0.054,0.054,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.108,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,185,ok,,0,1,89.474417,208,6,0.671,0.062,0.073,0.073,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.146,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,186,ok,,0,1,79.985167,208,6,0.636,0.052,0.058,0.058,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,6,0,0,0,,,,,,0,0,0.116,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,187,ok,,0,1,87.473042,208,6,0.657,0.073,0.059,0.059,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.118,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,188,ok,,0,1,86.379375,208,6,0.737,0.09,0.07,0.07,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.14,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,189,ok,,0,1,490.356583,224,7,2.194,0.453,0.123,0.123,0,1.76303E+12,1.76303E+12,light→light,0.64,,,4,10,0.4,0,0,,,,,,0,0,0.246,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,190,ok,,0,1,97.679292,208,6,1.404,0.196,0.069,0.069,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,6,0,0,0,,,,,,0,0,0.138,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,191,ok,,0,1,77.861125,208,6,0.488,0.077,0.062,0.062,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.124,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,192,ok,,0,1,82.994875,208,6,0.416,0.039,0.038,0.038,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.076,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,193,ok,,0,1,76.423166,208,6,0.484,0.035,0.039,0.039,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.078,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,194,ok,,0,1,79.518791,208,6,0.541,0.072,0.075,0.075,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.15,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,195,ok,,0,1,101.224041,208,6,0.843,0.071,0.075,0.075,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,4,0.5,0,0,,,,,,0,0,0.15,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,196,ok,,0,1,80.254375,208,6,0.637,0.04,0.046,0.046,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.092,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,197,ok,,0,1,82.954125,208,6,0.434,0.037,0.037,0.037,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.074,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,198,ok,,0,1,91.119709,208,6,0.634,0.083,0.05,0.05,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,6,0,0,0,,,,,,0,0,0.1,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,199,ok,,0,1,77.217,208,6,0.429,0.026,0.028,0.028,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.056,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,200,ok,,0,1,79.930083,208,6,0.537,0.037,0.027,0.027,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.054,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,201,ok,,0,1,73.467833,208,6,0.4,0.049,0.059,0.059,0,1.76303E+12,1.76303E+12,light→light,0.64,,,2,3,0.666666667,0,0,,,,,,0,0,0.118,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,202,ok,,0,1,84.182709,208,6,0.55,0.043,0.058,0.058,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.116,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,203,ok,,0,1,82.132542,208,6,0.606,0.043,0.062,0.062,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.124,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,204,ok,,0,1,82.213167,208,6,0.607,0.069,0.061,0.061,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,4,0,0,0,,,,,,0,0,0.122,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,205,ok,,0,1,90.718375,208,6,0.576,0.046,0.076,0.076,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.152,,,,,,,,,,,
ren_rain_fade,RAIN_FADE,14.000/14.000,,400,2,206,ok,,0,1,91.252083,208,6,0.697,0.106,0.094,0.094,0,1.76303E+12,1.76303E+12,light→light,0.64,,,0,5,0,0,0,,,,,,0,0,0.188,,,,,,,,,,,
