scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_ap2,processing_ms_ap2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,38,ok,,0,1,18.239791,663,1,0.542,2.613,3.398916,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,39,ok,,0,1,26.365417,663,1,0.507,3.239,6.545582999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,40,ok,,0,1,21.921875,663,1,0.458,2.573,3.421625001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,41,ok,,0,1,21.281792,663,1,0.461,2.868,3.865458999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,42,ok,,0,1,21.828084,663,1,0.496,3.125,4.183375,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,43,ok,,0,1,25.507,663,1,0.566,2.677,3.599707999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,44,ok,,0,1,21.197834,663,1,0.52,3.179,4.004083999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,45,failed,wait_access_response,0,3,504.961334,516,3,4.28,0,0,1.76277E+12,,heavy,0.25,25,0,7,7,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,46,ok,,0,1,23.19625,663,1,0.664,3.111,4.126124999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,47,ok,,0,1,24.9195,663,1,0.523,2.858,3.82125,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,48,ok,,0,1,25.059292,663,1,0.74,3.309,4.458292,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,49,ok,,0,1,21.649666,663,1,0.658,2.756,3.554083001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,50,ok,,0,1,25.485958,663,1,0.835,3.257,4.481915999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,51,ok,,0,1,23.825334,663,1,0.623,3.184,4.231499999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,52,ok,,0,1,19.155458,663,1,0.793,3.254,4.160708,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,53,ok,,0,1,24.424542,663,1,0.932,4.625,5.786042,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,54,ok,,0,1,23.885042,663,1,0.718,3.165,4.170083001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,55,ok,,0,1,29.403375,663,1,0.909,3.677,5.141333,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,56,ok,,0,1,23.489791,663,1,0.75,3.402,4.502374999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,57,ok,,0,1,22.200291,663,1,0.695,3.259,4.303209,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,58,ok,,0,1,18.912208,663,1,0.574,3.517,4.585875,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,59,ok,,0,1,23.568708,663,1,0.631,2.87,3.882333,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,60,ok,,0,2,533.956209,1326,2,1.157,6.525,10.573084,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,4,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,61,ok,,0,1,21.457042,663,1,0.75,3.133,4.284917,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,62,ok,,0,2,543.147334,1326,2,1.82,8.981,13.218958,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,6,0.666666667,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,63,ok,,0,1,23.667292,663,1,0.742,3.051,3.798709,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,64,ok,,0,1,25.816875,663,1,0.726,3.441,4.525709001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,65,ok,,0,1,22.887959,663,1,0.616,3.179,4.014708,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,66,ok,,0,1,23.158208,663,1,0.642,3.202,4.302208999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,67,ok,,0,1,20.01475,663,1,0.771,3.536,4.528834001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,68,ok,,0,1,19.463416,663,1,0.629,3.262,4.364334001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,69,ok,,0,1,21.514583,663,1,0.607,3.151,4.182500001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,70,ok,,0,1,24.826625,663,1,0.743,3.331,4.574250001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,71,ok,,0,1,21.470375,663,1,0.605,2.951,3.957625,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,72,ok,,0,1,24.658,663,1,0.666,3.202,4.347458,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,73,ok,,0,1,28.314,663,1,0.71,2.835,3.669708,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,74,ok,,0,1,24.644333,663,1,0.755,3.143,4.149333001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,75,ok,,0,1,25.305667,663,1,0.516,3.083,3.878083,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,76,ok,,0,1,26.658792,663,1,0.748,3.346,4.45825,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,77,ok,,0,1,18.751708,663,1,0.594,2.812,3.728125001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,78,ok,,0,1,24.871542,663,1,0.703,3.262,4.475042,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,79,ok,,0,1,23.990042,663,1,0.733,3.347,4.217875001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,80,ok,,0,1,20.0325,663,1,0.739,3.182,4.309124999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,81,ok,,0,1,28.732208,663,1,0.882,3.737,5.113084,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,82,ok,,0,3,1035.701084,1989,3,0.775,4.095,5.649500001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,6,6,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,83,ok,,0,1,25.405708,663,1,0.694,3.107,4.167042,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,84,ok,,0,1,23.667125,663,1,0.796,3.339,4.382125,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,85,ok,,0,1,19.324041,663,1,0.562,3.108,4.138374999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,86,ok,,0,2,532.326416,1326,2,0.687,5.586,6.866584001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,3,3,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,87,ok,,0,1,24.072709,663,1,0.702,3.409,4.640666,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,88,ok,,0,1,24.79825,663,1,0.69,3.394,4.424125,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,89,ok,,0,1,20.073334,663,1,0.526,3,4.037666999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,90,ok,,0,1,27.787708,663,1,0.672,3.257,4.356625001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,91,ok,,0,1,23.178667,663,1,0.608,3.12,4.207542001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,92,ok,,0,1,25.753458,663,1,0.679,2.994,4.115124999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,93,ok,,0,1,21.731416,663,1,0.672,3.053,3.91225,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,94,ok,,0,1,23.376375,663,1,0.804,3.341,4.169832999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,95,ok,,0,1,22.750833,663,1,0.641,3.202,4.274208,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,96,ok,,0,1,22.865542,663,1,0.516,3.168,3.998834,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,1,1,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,97,ok,,0,1,22.562208,663,1,0.712,3.516,4.620958,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,98,ok,,0,1,22.247292,663,1,0.529,3.159,4.213333001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,99,ok,,0,3,1031.609167,1989,3,0.778,4.419,5.580375,1.76277E+12,1.76277E+12,heavy,0.25,25,0,5,5,1,1,3,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,100,ok,,0,1,24.254917,663,1,0.624,3.163,3.983041999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,101,ok,,0,1,21.363958,663,1,0.512,3.108,4.241916,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,102,ok,,0,1,25.030584,663,1,0.54,3.116,3.917083,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,103,ok,,0,1,22.797625,663,1,0.704,3.237,4.432542,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,104,ok,,0,1,25.065458,663,1,0.594,3.134,4.210666,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,105,ok,,0,1,25.83375,663,1,0.646,3.199,4.254291,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,106,ok,,0,1,25.707667,663,1,0.575,3.215,4.215083001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,4,0.25,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,107,ok,,0,1,21.734458,663,1,0.585,3.003,4.080541999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,108,ok,,0,1,18.617167,663,1,0.503,3.129,4.1635,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,109,ok,,0,1,23.941417,663,1,0.663,3.375,4.472416,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,110,ok,,0,1,24.769,663,1,0.505,3.178,4.22975,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,111,ok,,0,1,22.996792,663,1,0.642,3.049,4.209792001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,112,ok,,0,1,23.755125,663,1,0.957,3.211,4.135625,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,113,ok,,0,1,27.280959,663,1,1.695,3.471,6.918625,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,114,ok,,0,1,19.776833,663,1,0.497,3.004,4.033416,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,115,ok,,0,1,19.044833,663,1,0.516,2.953,3.666332999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,116,ok,,0,1,27.643292,663,1,0.698,3.223,4.376834,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,117,ok,,0,1,26.760583,663,1,0.757,3.394,4.312542002,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,118,ok,,0,1,23.693875,663,1,0.761,3.253,4.385666001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,119,ok,,0,1,22.34925,663,1,0.792,3.453,4.413208999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,120,ok,,0,2,531.480376,1326,2,1.697,5.62,7.546375,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,121,ok,,0,2,537.784417,1326,2,1.458,6.866,9.580041,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,122,ok,,0,1,25.009875,663,1,0.898,3.358,4.457666999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,123,ok,,0,1,22.321334,663,1,0.705,3.223,4.128666998,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,124,ok,,0,1,24.639459,663,1,0.848,3.531,4.860916,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,125,ok,,0,1,22.797167,663,1,0.772,3.352,4.560957999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,126,ok,,0,1,24.645333,663,1,0.909,3.902,4.824166999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,127,ok,,0,1,25.473375,663,1,0.818,3.329,4.225916,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,128,ok,,0,1,26.297666,663,1,0.73,3.139,4.182958,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,129,ok,,0,1,26.914583,663,1,0.831,4.056,5.370499999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,130,ok,,0,1,25.33925,663,1,0.663,3.176,4.227208001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,1,1,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,131,ok,,0,1,27.87325,663,1,0.711,3.352,4.254416001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,132,ok,,0,3,1033.563042,1989,3,0.936,5.465,6.896750001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,6,6,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,133,ok,,0,1,22.074708,663,1,0.712,3.306,4.434,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,134,ok,,0,1,20.254667,663,1,0.734,3.374,4.150916,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,135,ok,,0,1,23.783917,663,1,0.749,3.321,4.428292001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,136,ok,,0,1,25.352292,663,1,2.579,3.397,5.782917,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,1,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,137,ok,,0,1,23.822375,663,1,0.887,3.276,4.126791999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,138,ok,,0,2,536.118709,1326,2,0.989,4.318,6.030959001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,139,ok,,0,1,21.657083,663,1,0.753,3.232,4.070249999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,140,ok,,0,3,1032.508168,1989,3,0.942,5.053,6.331584,1.76277E+12,1.76277E+12,heavy,0.25,25,0,7,7,1,1,3,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,141,ok,,0,1,25.066042,663,1,0.864,3.421,4.630042,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,142,ok,,0,1,21.558666,663,1,0.797,3.261,4.361542,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,143,ok,,0,1,18.1955,663,1,0.535,2.977,3.7075,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,144,ok,,0,1,26.535,663,1,0.719,3.554,4.881999999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,145,ok,,0,1,22.5195,663,1,0.673,3.383,4.412667,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,146,ok,,0,1,26.094125,663,1,0.708,3.312,4.186624999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,147,ok,,0,1,24.3345,663,1,1.043,3.373,4.244166001,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,148,ok,,0,1,20.615291,663,1,0.539,3.225,4.148791999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,149,ok,,0,1,24.466584,663,1,0.758,3.289,4.448583,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,150,ok,,0,1,22.596792,663,1,0.648,3.007,4.045333999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,151,ok,,0,1,23.070875,663,1,0.755,3.101,4.243166999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,1,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,152,ok,,0,1,21.061542,663,1,0.793,3.448,4.400165999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,153,ok,,0,2,521.398833,1326,2,0.719,3.048,4.128916999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,4,4,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,154,ok,,0,1,22.759417,663,1,0.647,3.094,3.908791999,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,155,ok,,0,1,26.173583,663,1,0.819,3.27,4.441542,1.76277E+12,1.76277E+12,heavy,0.25,25,0,2,2,1,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,156,ok,,0,1,22.235959,663,1,0.792,3.162,4.163333,1.76277E+12,1.76277E+12,heavy,0.25,25,0,0,2,0,0,0,,,,,,,,,,,,,,,,
l2_rain_fade,RAIN_FADE,14,0.3,300,2,157,ok,,0,1,22.656,663,1,0.661,3.102,4.199375,1.76277E+12,1.76277E+12,heavy,0.25,25,0,1,2,0.5,0,0,,,,,,,,,,,,,,,,
