scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,cpu_ms_ground,cpu_ms_ncc,processing_ms_leo2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,combo_index
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,1,ok,,0,1,82.09325000098033,1414.0,6,0.6180000000000092,0.03900000000000858,0.03599999999999426,0.03599999999999426,0.0,1762268001061,1762268001144,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,2,ok,,0,1,56.99941700004274,1416.0,6,0.44199999999999307,0.03100000000000591,0.03200000000000358,0.03200000000000358,0.0,1762268001803,1762268001860,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,3,ok,,0,1,60.97520799994527,1413.0,6,0.6639999999999944,0.10199999999999676,0.06400000000000716,0.06400000000000716,0.0,1762268002527,1762268002588,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,4,ok,,0,1,50.835417001508176,1413.0,6,0.5310000000000059,0.06199999999999051,0.0519999999999996,0.0519999999999996,0.0,1762268003215,1762268003266,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,5,ok,,0,1,57.008374998986255,1415.0,6,0.3960000000000008,0.041999999999994486,0.038000000000010914,0.038000000000010914,0.0,1762268003912,1762268003969,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,6,ok,,0,1,53.92508399927465,1417.0,6,0.41900000000000404,0.027999999999991587,0.027999999999991587,0.027999999999991587,0.0,1762268004619,1762268004672,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,7,ok,,0,1,53.215666999676614,1414.0,6,0.5480000000000018,0.029000000000010573,0.04999999999998295,0.04999999999998295,0.0,1762268005373,1762268005426,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,8,ok,,0,1,53.46770899996045,1413.0,6,0.5139999999999958,0.0350000000000108,0.04400000000001114,0.04400000000001114,0.0,1762268006024,1762268006078,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,9,ok,,0,1,45.73504100153514,1415.0,6,0.4170000000000016,0.0309999999999917,0.034000000000006025,0.034000000000006025,0.0,1762268006759,1762268006805,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,10,ok,,0,1,51.50912600038282,1416.0,6,0.5129999999999981,0.027000000000001023,0.024999999999991473,0.024999999999991473,0.0,1762268007431,1762268007482,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,11,ok,,0,1,48.03754199929244,1416.0,6,0.42499999999999716,0.026999999999986812,0.03100000000000591,0.03100000000000591,0.0,1762268008128,1762268008177,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,12,ok,,0,1,46.10562500056403,1417.0,6,0.4159999999999897,0.03900000000000148,0.034000000000006025,0.034000000000006025,0.0,1762268008776,1762268008822,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,13,ok,,0,1,60.02375000025495,1416.0,6,0.5,0.025000000000005684,0.0350000000000108,0.0350000000000108,0.0,1762268009464,1762268009524,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,14,ok,,0,1,48.8041249991511,1416.0,6,0.38100000000000733,0.03300000000001546,0.030000000000001137,0.030000000000001137,0.0,1762268010132,1762268010181,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,15,ok,,0,1,51.040457999988575,1419.0,6,0.42199999999999704,0.034000000000006025,0.031999999999996476,0.031999999999996476,0.0,1762268010804,1762268010855,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,16,ok,,0,1,55.50008399950457,1415.0,6,0.39100000000000534,0.0309999999999917,0.03100000000000591,0.03100000000000591,0.0,1762268011518,1762268011574,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,17,ok,,0,1,51.9189999995433,1415.0,6,0.44599999999999795,0.0379999999999967,0.02400000000001512,0.02400000000001512,0.0,1762268012161,1762268012213,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,18,ok,,0,1,50.62654200082761,1418.0,6,0.4280000000000044,0.027000000000001023,0.03300000000000125,0.03300000000000125,0.0,1762268012808,1762268012859,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,19,ok,,0,1,53.019625000160886,1419.0,6,0.40500000000000114,0.028000000000005798,0.033999999999991815,0.033999999999991815,0.0,1762268013508,1762268013561,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,200,2,20,ok,,0,1,52.40791700089176,1418.0,6,0.41499999999999915,0.03900000000000148,0.025000000000019895,0.025000000000019895,0.0,1762268014214,1762268014267,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,400,2,1,ok,,0,1,53.437540998857,1416.0,6,0.39000000000000057,0.03499999999999659,0.03200000000001069,0.03200000000001069,0.0,1762268014921,1762268014974,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,400,2,2,ok,,0,1,48.68016700129374,1417.0,6,0.4209999999999994,0.033999999999991815,0.025000000000005684,0.025000000000005684,0.0,1762268015600,1762268015649,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,400,2,3,ok,,0,1,55.935750000571716,1416.0,6,0.4339999999999975,0.03499999999999659,0.028000000000005798,0.028000000000005798,0.0,1762268016279,1762268016335,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,400,2,4,ok,,0,1,56.83337499976915,1416.0,6,0.3950000000000031,0.034000000000006025,0.030000000000001137,0.030000000000001137,0.0,1762268016969,1762268017026,,,,,,,,,,,,,,,,0
ren_online_only,ACCESS,28.000,0.0/0.0/0.01,400,2,5,ok,,0,1,58.92524999944726,1417.0,6,0.4159999999999897,0.043000000000006366,0.03100000000000591,0.03100000000000591,0.0,1762268017674,1762268017733,,,,,,,,,,,,,,,,0
