scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts
s3_short_window,SHORT_WINDOW,14,0.5,300,2,1,ok,,,1,53.22229099692777,120,1,25.314999999999998,11.415999999997439,1763521896317,1763521896335,,,,,,,,,,short,6290,397,291,271,0
s3_short_window,SHORT_WINDOW,14,0.5,300,2,2,ok,,,1,60.06041599903256,120,1,26.655,13.46799999999348,1763521906098,1763521906118,,,,,,,,,,short,6241,759,217,223,2
s3_short_window,SHORT_WINDOW,14,0.5,300,2,3,ok,,,1,54.73058304050937,120,1,25.641,11.163000000015018,1763521913865,1763521913881,,,,,,,,,,short,7224,442,266,224,0
s3_short_window,SHORT_WINDOW,14,0.5,300,2,4,ok,,,1,62.16320802923292,120,1,30.269999999999996,13.074000000000524,1763522220235,1763522220250,,,,,,,,,,short,6968,798,219,265,0
s3_short_window,SHORT_WINDOW,14,0.5,300,2,5,ok,,,1,55.723165976814926,120,1,26.141000000000012,12.481999999996333,1763522228714,1763522228732,,,,,,,,,,short,6074,602,335,188,2
s3_short_window,SHORT_WINDOW,14,0.5,300,2,6,ok,,,1,53.66724997293204,120,1,26.725999999999992,10.202999999986787,1763522236344,1763522236362,,,,,,,,,,short,6018,400,320,165,2
s3_short_window,SHORT_WINDOW,14,0.5,300,2,7,ok,,,1,54.84287498984486,120,1,25.183999999999997,10.78799999999319,1763522244169,1763522244188,,,,,,,,,,short,6231,493,326,182,0
s3_short_window,SHORT_WINDOW,14,0.5,300,2,8,ok,,,1,55.90124998707324,120,1,26.381,11.59599999999773,1763523192676,1763523192692,,,,,,,,,,short,7239,342,303,280,1
s3_short_window,SHORT_WINDOW,14,0.5,300,2,9,ok,,,1,56.05037498753518,120,1,25.625,11.353999999992084,1763523201993,1763523202010,,,,,,,,,,short,7477,665,314,169,3
s3_short_window,SHORT_WINDOW,14,0.5,300,2,10,ok,,,1,60.284792038146406,120,1,26.4,11.864000000001397,1763523211004,1763523211021,,,,,,,,,,short,6096,658,258,241,0
s3_short_window,SHORT_WINDOW,14,0.5,300,2,11,ok,,,1,54.09654200775549,120,1,25.490999999999993,11.387999999991735,1763523282999,1763523283014,,,,,,,,,,short,6429,535,226,208,0
s3_short_window,SHORT_WINDOW,14,0.5,300,2,12,ok,,,1,51.42274999525398,120,1,25.488,11.00499999999738,1763523291018,1763523291032,,,,,,,,,,short,7628,395,308,213,1
s3_short_window,SHORT_WINDOW,14,0.5,300,2,13,ok,,,1,59.79858303908259,120,1,25.79099999999999,11.81300000000192,1763523300960,1763523300979,,,,,,,,,,short,7023,701,215,150,2
s3_short_window,SHORT_WINDOW,14,0.5,300,2,14,ok,,,1,54.597083013504744,120,1,24.989000000000004,11.191999999988184,1763523309394,1763523309411,,,,,,,,,,short,7661,536,280,228,0
s3_short_window,SHORT_WINDOW,14,0.5,300,2,15,ok,,,1,53.17879200447351,120,1,22.819,10.094000000004598,1763526144414,1763526144432,,,,,,,,,,short,6954,449,257,216,2
s3_short_window,SHORT_WINDOW,14,0.5,300,2,16,ok,,,1,52.75166599312797,120,1,25.601,11.601000000002387,1763526153587,1763526153602,,,,,,,,,,short,6270,815,282,151,1
s3_short_window,SHORT_WINDOW,14,0.5,300,2,17,ok,,,1,56.714417005423456,120,1,26.207999999999984,11.88099999998667,1763526161673,1763526161690,,,,,,,,,,short,6402,828,207,260,0
