scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_ap2,processing_ms_ap2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts
l1_online_only,LEO_ONLY,12,0,200,2,98,ok,,0,1,15.777291,662,1,0.54,1.884,2.795834007,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,99,ok,,0,1,12.644417,662,1,0.538,1.818,2.287458003,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,100,ok,,0,1,15.610833,662,1,0.518,1.8,2.578749991,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,101,ok,,0,1,13.30791599,662,1,0.571,1.797,2.274792001,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,102,ok,,0,1,15.18179201,662,1,0.522,1.709,2.465083002,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,103,ok,,0,1,13.68212501,662,1,0.548,1.884,2.307208997,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,104,ok,,0,1,17.923083,662,1,0.554,1.805,2.778916009,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,105,ok,,0,1,15.825917,662,1,0.715,2.032,2.787457997,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,106,ok,,0,1,12.34983299,662,1,0.525,1.785,2.559500004,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,107,ok,,0,1,13.86104099,662,1,0.511,1.873,2.355749995,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,108,ok,,0,1,13.99562499,662,1,0.496,1.724,2.466125006,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,109,ok,,0,1,15.196459,662,1,0.522,1.811,2.425333005,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,110,ok,,0,1,16.826875,662,1,0.752,2.072,2.973166993,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,111,ok,,0,1,17.22508301,662,1,0.796,2.055,2.511250001,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,112,ok,,0,1,13.55837499,662,1,0.538,1.824,2.622458007,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,113,ok,,0,1,14.298083,662,1,0.51,1.804,2.235833002,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,114,ok,,0,1,16.807541,662,1,0.569,1.841,2.646166991,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,115,ok,,0,1,15.351625,662,1,0.533,1.88,2.391957998,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,116,ok,,0,1,16.221375,662,1,0.573,1.757,2.592500008,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,117,ok,,0,1,14.69512499,662,1,0.551,1.851,2.337750004,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,118,ok,,0,1,16.36241699,662,1,0.512,1.723,2.469250001,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
l1_online_only,LEO_ONLY,12,0,200,2,119,ok,,0,1,15.585167,662,1,0.55,1.883,2.437333009,1.76253E+12,1.76253E+12,,,,,,,,,,,,,,,
