scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_lj,cpu_ms_ln,processing_ms_ground,bytes_lj,bytes_ln,bytes_total,msgs_lj,msgs_ln,msgs_total,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,bytes_ue
g1_online_only,LEO_ONLY,12,0.0,600,2,1,ok,,0,2,57.61237499973504,1485.0,4,10.009000000000029,0.03799999999978354,10.207999999999856,10.205083999608178,709.0,419.0,1485.0,2,1,4,1761206596389,1761206596416,,,,,,,,,,,,,,,,357.0
g1_online_only,LEO_ONLY,12,0.0,600,2,2,ok,,0,2,51.78062499908265,1483.0,4,9.843000000000007,0.0340000000001055,9.906000000000063,9.904000002279645,709.0,417.0,1483.0,2,1,4,1761206596676,1761206596702,,,,,,,,,,,,,,,,357.0
g1_online_only,LEO_ONLY,12,0.0,600,2,3,ok,,0,2,54.54875000214088,1483.0,4,10.033999999999995,0.035000000000081855,9.856999999999971,9.854832998826168,709.0,417.0,1483.0,2,1,4,1761206596967,1761206596996,,,,,,,,,,,,,,,,357.0
g1_online_only,LEO_ONLY,12,0.0,600,2,4,ok,,0,2,57.77908299933188,1481.0,4,9.839999999999993,0.033999999999650754,9.902000000000044,9.899374999804422,708.0,417.0,1481.0,2,1,4,1761206597265,1761206597293,,,,,,,,,,,,,,,,356.0
g1_online_only,LEO_ONLY,12,0.0,600,2,5,ok,,0,2,53.39687499872525,1480.0,4,10.050000000000008,0.03700000000003456,9.808000000000106,9.80491700101993,708.0,416.0,1480.0,2,1,4,1761206597554,1761206597581,,,,,,,,,,,,,,,,356.0
g1_online_only,LEO_ONLY,12,0.0,600,2,6,ok,,0,2,54.13224999938393,1481.0,4,9.521999999999995,0.03699999999980719,9.847999999999956,9.846125001786277,708.0,417.0,1481.0,2,1,4,1761206597846,1761206597871,,,,,,,,,,,,,,,,356.0
g1_online_only,LEO_ONLY,12,0.0,600,2,7,ok,,0,2,51.576416997704655,1483.0,4,9.684000000000001,0.038000000000010914,9.725000000000023,9.722667000460206,709.0,417.0,1483.0,2,1,4,1761206598135,1761206598160,,,,,,,,,,,,,,,,357.0
g1_online_only,LEO_ONLY,12,0.0,600,2,8,ok,,0,2,49.731166000128724,1481.0,4,9.913999999999998,0.03499999999985448,9.676000000000045,9.674208999058465,708.0,416.0,1481.0,2,1,4,1761206598448,1761206598473,,,,,,,,,,,,,,,,357.0
g1_online_only,LEO_ONLY,12,0.0,600,2,9,ok,,0,2,52.56675000055111,1483.0,4,10.030999999999992,0.03500000000030923,9.887000000000057,9.884709001198644,709.0,417.0,1483.0,2,1,4,1761206598737,1761206598761,,,,,,,,,,,,,,,,357.0
g1_online_only,LEO_ONLY,12,0.0,600,2,10,ok,,0,2,53.644749998056795,1481.0,4,10.022000000000006,0.03600000000005821,9.897000000000048,9.895249997498468,708.0,417.0,1481.0,2,1,4,1761206599031,1761206599058,,,,,,,,,,,,,,,,356.0
