scenario,mode,rtt_ms,loss_pct,timeout_ms,pto,run,status,failed_stage,errno,attempts,latency_ms,bytes_online,msgs_online,cpu_ms_ue,cpu_ms_leo2,ts5,ts6,rain_profile,bw_factor,down_rate_mbps,up_rate_mbps,bad_ticks,total_ticks,bad_ratio,blackout_events,blackout_ticks,window_profile,window_duration_ms,uplink_delay_ms,down_ready_ms,guard_close_ms,scheduled_blackouts,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,87,ok,,,1,49.175375,120,1,24.762,10.923,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,88,ok,,,1,46.440542,120,1,24.191,10.496,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,89,ok,,,1,47.156,120,1,24.358,10.438,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,90,ok,,,1,46.189709,120,1,23.996,10.556,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,91,ok,,,1,45.550708,120,1,24.172,10.634,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,92,ok,,,1,46.850125,120,1,24.036,10.333,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,93,ok,,,1,46.897209,120,1,24.055,10.307,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,94,ok,,,1,46.382292,120,1,25.213,11.057,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,95,ok,,,1,43.518625,120,1,23.771,10.303,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,96,ok,,,1,51.532791,120,1,25.286,11.116,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,97,ok,,,1,45.570041,120,1,25.046,10.846,1.7627E+12,1.7627E+12,light,0.8,80,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,98,ok,,,1,48.785667,120,1,25.426,11.07,1.7627E+12,1.7627E+12,light,0.8,80,0,1,1,1,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,99,ok,,,1,45.037333,120,1,24.348,10.621,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,100,ok,,,1,50.401166,120,1,24.125,10.39,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,101,ok,,,1,45.751875,120,1,24.809,10.577,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,102,ok,,,1,45.291834,120,1,23.829,10.37,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
s2_rain_fade,RAIN_FADE,14,,300,2,103,ok,,,1,48.912291,120,1,25.047,10.7,1.7627E+12,1.7627E+12,light,0.8,80,0,0,1,0,0,0,,,,,,,,,,,,,,,,,
